ID	ACCESSION-2	Start	End	strand	Chromosome
NCU01575	NCU01575.7	3038452	3040047	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01067	NCU01067.7	2817392	2819255	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02224	NCU02224.7	977986	980635	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01815	NCU01815.7	2333402	2334855	+	supercont10.2 of Neurospora crassa (OR74A)
NCU03243	NCU03243.7	5036784	5038718	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06072	NCU06072.7	2349433	2351770	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11527	NCU16439.7	6638371	6639323	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06364	NCU06364.7	2774234	2775797	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05198	NCU05198.7	5787282	5789190	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02528	NCU02528.7	2636565	2637794	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11646	NCU17029.7	5311383	5311946	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09810	NCU09810.7	4123250	4126151	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08982	NCU08982.7	4129008	4130588	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11793	NCU16906.7	5946299	5947549	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06148	NCU06148.7	2616034	2618689	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11376	NCU09842.7	5921311	5923910	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11375	NCU11375.7	5875167	5876129	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03278	NCU03278.7	5161846	5163487	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11217	NCU10883.7	3593575	3594030	-	supercont10.6 of Neurospora crassa (OR74A)
NCU02250	NCU02250.7	1075097	1076332	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08640	NCU08640.7	9692170	9693340	-	supercont10.1 of Neurospora crassa (OR74A)
NCU10448	NCU10448.7	2798483	2799704	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02613	NCU02613.7	2917420	2918895	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07743	NCU07743.7	455167	458110	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07698	NCU07698.7	2185940	2189645	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00427	NCU00427.7	3822036	3824910	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08240	NCU08240.7	4752019	4752486	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01436	NCU01436.7	4757616	4758532	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09224	NCU09224.7	5904413	5906654	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00411	NCU00411.7	3763663	3764758	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07029	NCU07029.7	4966707	4970803	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06075	NCU06075.7	2358335	2361288	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00180	NCU00180.7	2916486	2918456	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05346	NCU05346.7	1387878	1389833	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08973	NCU08973.7	4098026	4099611	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09567	NCU09567.7	3275141	3276954	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09766	NCU09766.7	4295876	4297457	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00045	NCU00045.7	2392503	2396344	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07287	NCU07287.7	4513115	4514500	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00808	NCU00808.7	7091574	7094618	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06669	NCU06669.7	4198880	4201415	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00233	NCU00233.7	3105414	3106528	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04292	NCU04292.7	5523325	5524933	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04740	NCU04740.7	631354	632658	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04545	NCU04545.7	2757636	2760425	-	supercont10.7 of Neurospora crassa (OR74A)
NCU01256	NCU01256.7	3391230	3393668	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00883	NCU00883.7	6874639	6875587	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00893	NCU00893.7	6847960	6849959	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06314	NCU06314.7	2944713	2947136	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06236	NCU06236.7	2004271	2005648	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00368	NCU00368.7	3599745	3602131	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06583	NCU06583.7	1708538	1713500	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02173	NCU02173.7	996323	1000576	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08517	NCU08517.7	3392278	3395249	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09489	NCU09489.7	4442411	4443292	+	supercont10.2 of Neurospora crassa (OR74A)
NCU12173	NCU04994.7	4154030	4155400	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04507	NCU04507.7	3143191	3144831	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04109	NCU04109.7	4869929	4871698	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00968	NCU00968.7	6545904	6548172	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01058	NCU01058.7	2788250	2790064	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07264	NCU07264.7	4581734	4582984	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04658	NCU04658.7	1312384	1312835	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06591	NCU06591.7	1736377	1737478	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01084	NCU01084.7	2859309	2861131	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05812	NCU05812.7	340788	342502	+	supercont10.7 of Neurospora crassa (OR74A)
NCU09271	NCU09271.7	4127788	4129125	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07243	NCU07243.7	6120566	6121372	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06771	NCU06771.7	1987263	1989097	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06773	NCU06773.7	1981938	1983326	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07504	NCU07504.7	381467	384072	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00297	NCU00297.7	3351812	3352144	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06135	NCU06135.7	2573800	2575038	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04363	NCU04363.7	3633182	3635632	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07934	NCU07934.7	1302931	1305548	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03181	NCU03181.7	4819895	4821601	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06417	NCU06417.7	1326939	1328441	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06067	NCU06067.7	2331721	2335035	-	supercont10.7 of Neurospora crassa (OR74A)
NCU07165	NCU07165.7	6374481	6376191	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09006	NCU09006.7	4197211	4198828	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04861	NCU04861.7	513043	515843	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04484	NCU04484.7	3207821	3210307	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01840	NCU01840.7	2198955	2201651	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08478	NCU08478.7	3518386	3519792	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09915	NCU09915.7	5296170	5303095	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05493	NCU05493.7	1737641	1740345	-	supercont10.6 of Neurospora crassa (OR74A)
NCU02889	NCU02889.7	8794658	8796468	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07530	NCU07530.7	4485732	4487909	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09880	NCU09880.7	6358980	6360230	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03503	NCU03503.7	458991	460663	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00051	NCU00051.7	2416838	2418128	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06637	NCU06637.7	4068121	4070131	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05826	NCU05826.7	301733	304180	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07529	NCU07529.7	4488437	4489272	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00451	NCU00451.7	3907852	3909661	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08944	NCU08944.7	5782546	5784018	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08049	NCU08049.7	93689	97794	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01091	NCU01091.7	2884511	2886844	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01141	NCU01141.7	3006351	3008242	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09327	NCU09327.7	4218979	4222392	-	supercont10.1 of Neurospora crassa (OR74A)
NCU10798	NCU03977.7	2319357	2320443	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01048	NCU01048.7	2763778	2765403	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03059	NCU03059.7	4373376	4375705	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05542	NCU05542.7	1571150	1572494	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06740	NCU06740.7	2090157	2091208	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09730	NCU09730.7	1998460	2002351	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03952	NCU03952.7	2409637	2412387	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11370	NCU11370.7	2256715	2258499	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00607	NCU00607.7	7857817	7858572	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02961	NCU02961.7	8568350	8570948	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08728	NCU08728.7	3812923	3814458	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01799	NCU01799.7	2378130	2378627	-	supercont10.2 of Neurospora crassa (OR74A)
NCU12113	NCU17115.7	1323216	1324222	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00184	NCU00184.7	2926696	2927908	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09689	NCU09689.7	825680	826851	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08827	NCU08827.7	5105358	5107118	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11273	NCU01004.7	2654183	2657818	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07245	NCU07245.7	6114870	6116228	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04374	NCU04374.7	3586685	3588626	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01114	NCU01114.7	2949810	2951269	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00891	NCU00891.7	6853505	6854979	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08860	NCU08860.7	97629	98499	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07359	NCU07359.7	6229356	6232034	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08818	NCU08818.7	5142229	5142904	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03159	NCU03159.7	4753393	4754805	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11240	NCU11240.7	8302730	8303660	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03890	NCU03890.7	2576722	2578959	+	supercont10.6 of Neurospora crassa (OR74A)
NCU08800	NCU08800.7	5205406	5206008	-	supercont10.4 of Neurospora crassa (OR74A)
NCU10417	NCU10417.7	3996983	3998707	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11425	NCU01846.7	2182233	2185210	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09336	NCU09336.7	4135594	4137006	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11812	NCU16632.7	5937270	5937632	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04306	NCU04306.7	5567139	5568918	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01167	NCU01167.7	3108118	3109282	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07468	NCU07468.7	530715	532755	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09729	NCU09729.7	2002837	2005748	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04087	NCU04087.7	1935163	1937661	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00836	NCU00836.7	7005196	7006890	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03596	NCU03596.7	1789551	1791091	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04495	NCU04495.7	3177557	3179488	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06664	NCU06664.7	4176064	4177463	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01752	NCU01752.7	2546461	2549029	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07721	NCU07721.7	2088006	2091427	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07845	NCU07845.7	1073692	1074469	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03398	NCU03398.7	852801	855812	+	supercont10.2 of Neurospora crassa (OR74A)
NCU04170	NCU04170.7	5073804	5080231	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01948	NCU01948.7	1898484	1899791	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01414	NCU01414.7	3977115	3980557	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05236	NCU05236.7	5662631	5663718	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02470	NCU02470.7	2419531	2422410	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09257	NCU09257.7	9383984	9385384	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11470	NCU10932.7	2100119	2100880	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05054	NCU05054.7	3900072	3906571	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11955	NCU08415.7	2448888	2449840	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07808	NCU07808.7	217256	218479	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06822	NCU06822.7	1858296	1859431	-	supercont10.2 of Neurospora crassa (OR74A)
NCU04059	NCU04059.7	2020814	2027425	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11641	NCU17019.7	3759378	3760781	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08385	NCU08385.7	5516843	5518329	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09581	NCU09581.7	3319197	3320711	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06811	NCU06811.7	1879106	1880440	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00357	NCU00357.7	3567853	3570293	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11644	NCU17026.7	4086956	4087201	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08729	NCU08729.7	3814993	3815866	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03593	NCU03593.7	1776649	1780094	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02261	NCU02261.7	1109252	1111116	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01178	NCU01178.7	3143782	3146555	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03016	NCU03016.7	8432961	8434064	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00690	NCU00690.7	7539968	7543019	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01802	NCU01802.7	2372259	2374067	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09935	NCU09935.7	5257016	5259172	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01932	NCU01932.7	1970961	1974898	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00931	NCU00931.7	6685225	6687444	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00777	NCU00777.7	7209521	7210712	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08891	NCU08891.7	742525	745250	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09681	NCU09681.7	855976	857827	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05616	NCU05616.7	1313452	1314856	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02725	NCU02725.7	3333736	3336752	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02608	NCU02608.7	2889011	2890299	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07329	NCU07329.7	4350799	4352305	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03897	NCU03897.7	2541186	2545878	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08374	NCU08374.7	5582138	5583796	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04876	NCU04876.7	582996	583373	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11822	NCU16648.7	588244	589464	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09362	NCU09362.7	3592036	3595098	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07891	NCU07891.7	1441447	1442769	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02740	NCU02740.7	3388258	3389293	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00825	NCU00825.7	7043598	7045351	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03779	NCU03779.7	2385284	2387876	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09520	NCU09520.7	23479	28850	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03066	NCU03066.7	4414603	4416644	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11733	NCU16807.7	2311039	2312603	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09683	NCU09683.7	848420	849729	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08191	NCU08191.7	4602826	4603846	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03097	NCU03097.7	4528750	4531070	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07121	NCU07121.7	72893	75435	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06306	NCU06306.7	2971701	2974498	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01057	NCU01057.7	2785339	2787189	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08769	NCU08769.7	5205042	5205927	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05753	NCU05753.7	539269	541265	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03018	NCU03018.7	8427444	8429690	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03973	NCU03973.7	2342192	2345992	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04086	NCU04086.7	1937943	1939216	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09132	NCU09132.7	5446324	5449110	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03864	NCU03864.7	2703362	2704158	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06836	NCU06836.7	1822841	1826382	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05237	NCU05237.7	5657473	5659172	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11222	NCU11222.7	3208802	3211174	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02655	NCU02655.7	3078323	3080970	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01504	NCU01504.7	3243901	3245457	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07479	NCU07479.7	486622	490547	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09125	NCU09125.7	5423475	5425121	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00362	NCU00362.7	3579516	3581456	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11383	NCU11383.7	593298	595349	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00317	NCU00317.7	3420839	3424075	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01874	NCU01874.7	2186207	2187375	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01796	NCU01796.7	2387602	2389691	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07554	NCU07554.7	4382824	4386855	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04625	NCU04625.7	1438863	1441160	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06345	NCU06345.7	2828839	2830912	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06785	NCU06785.7	1942231	1944925	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01511	NCU01511.7	3226337	3227567	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09648	NCU09648.7	62206	63824	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09532	NCU09532.7	4493703	4495029	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02953	NCU02953.7	8603407	8603922	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05813	NCU05813.7	336769	339081	-	supercont10.7 of Neurospora crassa (OR74A)
NCU01260	NCU01260.7	3402081	3409601	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03788	NCU03788.7	2416519	2418693	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08123	NCU08123.7	811867	814376	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09808	NCU09808.7	4117346	4120830	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03795	NCU03795.7	2440773	2442900	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00414	NCU00414.7	3771638	3773709	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06996	NCU06996.7	4821700	4823844	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06186	NCU06186.7	1823555	1826306	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09950	NCU09950.7	6029831	6030256	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04085	NCU04085.7	1940508	1942145	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00929	NCU00929.7	6689215	6693624	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06056	NCU06056.7	2298764	2301632	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07762	NCU07762.7	388400	390120	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04251	NCU04251.7	5360058	5363136	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03876	NCU03876.7	2637736	2639714	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04556	NCU04556.7	2797795	2799477	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05284	NCU05284.7	5469986	5470495	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02133	NCU02133.7	1135235	1136394	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11993	NCU02255.7	4225953	4226602	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05008	NCU05008.7	4100178	4102194	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06318	NCU06318.7	2931989	2935649	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01108	NCU01108.7	2940148	2941003	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09467	NCU09467.7	4373816	4376668	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07092	NCU07092.7	192355	194418	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06851	NCU06851.7	1756105	1759483	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09093	NCU09093.7	831803	834075	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11907	NCU05452.7	588432	589402	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08151	NCU08151.7	703247	705259	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06821	NCU06821.7	1860386	1863548	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08035	NCU08035.7	3976687	3978316	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06418	NCU06418.7	1328618	1330748	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09856	NCU09856.7	5971339	5974961	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06786	NCU06786.7	1938209	1939456	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06419	NCU06419.7	1333641	1336473	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05472	NCU05472.7	1690985	1691833	+	supercont10.2 of Neurospora crassa (OR74A)
